encoding|code_clean|description|source|observations|alternative_code_cnf
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||560307
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||560313
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||560315
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||560316
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||560317
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||560318
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||560321
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||560322
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||560323
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||560324
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||560327
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||570293
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||570606
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||570747
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||570777
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||570778
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||570779
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||570780
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||570819
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||570820
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||570917
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||570943
atc|B02AA02|Tranexamic acid|WHO Collaborating Centre for Drug Statistics Methodology||571107
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||571125
atc|B03BA03|hydroxocobalamin|WHO Collaborating Centre for Drug Statistics Methodology||571380
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||571423
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596570
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596571
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596572
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596581
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596582
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596629
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596630
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596631
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||596632
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596640
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||596641
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||596642
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||596643
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||596644
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||596645
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||596646
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||596647
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||596648
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||596666
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||596667
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||596668
atc|B03BB51|folic acid, combinations|WHO Collaborating Centre for Drug Statistics Methodology||596703
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596721
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596722
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||596723
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||596748
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||596818
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||596819
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||596820
atc|B02AA02|Tranexamic acid|WHO Collaborating Centre for Drug Statistics Methodology||596853
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||596902
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||597375
atc|B03AB09|ferric proteinsuccinylate|WHO Collaborating Centre for Drug Statistics Methodology||597422
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||597447
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||597562
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||597760
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||599716
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||599717
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||599718
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||599719
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||600330
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603013
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603028
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||603059
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||603082
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||603238
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||603240
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||603289
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603304
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603305
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603321
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||603325
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603491
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603492
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603493
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603494
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603495
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603496
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603497
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603499
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603500
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603501
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603502
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||603503
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||603674
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||603681
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||603712
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||605120
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||605220
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||605460
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||605504
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||605592
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||605711
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||605712
atc|B01AX05|Fondaparinux|WHO Collaborating Centre for Drug Statistics Methodology||605748
atc|B01AA07|Acenocumarol|WHO Collaborating Centre for Drug Statistics Methodology||605873
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||605913
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||605921
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||605933
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||605990
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||605991
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||606126
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||606127
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||606138
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||606191
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||606307
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||606450
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||606769
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||606770
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||606771
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||606858
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||606979
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||606984
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||606985
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607006
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607007
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607026
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607027
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607029
atc|B02AA02|Tranexamic acid|WHO Collaborating Centre for Drug Statistics Methodology||607071
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||607075
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||607076
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||607110
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607125
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607126
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||607129
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||607148
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||607149
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607157
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607158
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607159
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607160
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607161
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607162
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607163
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607164
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607165
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607166
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||607197
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||607202
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607203
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607204
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607205
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607206
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607207
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607208
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607209
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607236
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||607237
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||607374
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||607438
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||607735
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||607737
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||607763
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||607904
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||607905
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||609818
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||614537
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||615443
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||617464
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||619205
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||619320
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||619387
atc|B02AA01|Aminocaproic acid|WHO Collaborating Centre for Drug Statistics Methodology||621664
atc|B02AA02|Tranexamic acid|WHO Collaborating Centre for Drug Statistics Methodology||622100
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||624825
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||624833
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||625079
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||625392
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||625400
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||639302
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||639310
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||639484
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||639492
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||640144
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||640219
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||640227
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||640300
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||641688
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||641696
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||642793
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||647560
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||650113
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||650168
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||650176
atc|B02BD01|coagulation factor IX, II, VII and X in combination|WHO Collaborating Centre for Drug Statistics Methodology||650398
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||650419
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||650420
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||650421
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||650424
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||650432
atc|B01AX05|Fondaparinux|WHO Collaborating Centre for Drug Statistics Methodology||650591
atc|B01AX05|Fondaparinux|WHO Collaborating Centre for Drug Statistics Methodology||650592
atc|B01AX05|Fondaparinux|WHO Collaborating Centre for Drug Statistics Methodology||650593
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||650757
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||650766
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||650830
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||650831
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||650880
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||650941
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||651002
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||651003
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||651004
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||651005
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||651006
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||651007
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||651009
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||651010
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||651082
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||651092
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||651110
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||651473
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||651576
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||651577
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||651578
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||651729
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||651737
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||652136
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||652137
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||652180
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||652198
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||652222
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||652230
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||652370
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||652388
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||652686
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||652694
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||652702
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||652720
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||652736
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||652744
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||653137
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||653138
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||653249
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||653326
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||653327
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653635
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653643
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653660
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653668
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653676
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653684
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653692
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653710
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653718
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653721
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||653726
atc|B01AA07|Acenocumarol|WHO Collaborating Centre for Drug Statistics Methodology||654177
atc|B01AA07|Acenocumarol|WHO Collaborating Centre for Drug Statistics Methodology||654179
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||654532
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||654535
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||654542
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||654549
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||654550
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||654551
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||654552
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||654553
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||654559
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||654617
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||654625
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||654648
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||654649
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||654732
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||654750
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||654795
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||654796
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||654797
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||654799
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||654800
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||654801
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||654802
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||654803
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||654804
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||655876
atc|B01AX05|Fondaparinux|WHO Collaborating Centre for Drug Statistics Methodology||655896
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||655906
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||655907
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||655908
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||655909
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||655918
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||655919
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||655920
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||655921
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||656039
