encoding,code,code_clean,description,Tipo código,Inclusión/Exclusión,Cohort,Subcohort,p_type_cd,d_type_cd,observations,comments
ICD-10,S72.023B,S72023B,"Fractura desplazada de epífisis (separación) (superior) de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.023C,S72023C,"Fractura desplazada de epífisis (separación) (superior) de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.024A,S72024A,"Fractura sin desplazamiento de epífisis (separación) (superior) de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.024B,S72024B,"Fractura sin desplazamiento de epífisis (separación) (superior) de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.024C,S72024C,"Fractura sin desplazamiento de epífisis (separación) (superior) de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.025A,S72025A,"Fractura sin desplazamiento de epífisis (separación) (superior) de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.025B,S72025B,"Fractura sin desplazamiento de epífisis (separación) (superior) de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.025C,S72025C,"Fractura sin desplazamiento de epífisis (separación) (superior) de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.026A,S72026A,"Fractura sin desplazamiento de epífisis (separación) (superior) de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.026B,S72026B,"Fractura sin desplazamiento de epífisis (separación) (superior) de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.026C,S72026C,"Fractura sin desplazamiento de epífisis (separación) (superior) de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.031A,S72031A,"Fractura mediocervical desplazada de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.031B,S72031B,"Fractura mediocervical desplazada de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.031C,S72031C,"Fractura mediocervical desplazada de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.032A,S72032A,"Fractura mediocervical desplazada de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.032B,S72032B,"Fractura mediocervical desplazada de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.032C,S72032C,"Fractura mediocervical desplazada de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.033A,S72033A,"Fractura mediocervical desplazada de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.033B,S72033B,"Fractura mediocervical desplazada de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.033C,S72033C,"Fractura mediocervical desplazada de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.034A,S72034A,"Fractura mediocervical sin desplazamiento de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.034B,S72034B,"Fractura mediocervical sin desplazamiento de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.034C,S72034C,"Fractura mediocervical sin desplazamiento de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.035A,S72035A,"Fractura mediocervical sin desplazamiento de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.035B,S72035B,"Fractura mediocervical sin desplazamiento de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.035C,S72035C,"Fractura mediocervical sin desplazamiento de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.036A,S72036A,"Fractura mediocervical sin desplazamiento de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.036B,S72036B,"Fractura mediocervical sin desplazamiento de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.036C,S72036C,"Fractura mediocervical sin desplazamiento de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.041A,S72041A,"Fractura desplazada de base del cuello de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.041B,S72041B,"Fractura desplazada de base del cuello de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.041C,S72041C,"Fractura desplazada de base del cuello de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.042A,S72042A,"Fractura desplazada de base del cuello de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.042B,S72042B,"Fractura desplazada de base del cuello de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.042C,S72042C,"Fractura desplazada de base del cuello de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.043A,S72043A,"Fractura desplazada de base del cuello de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.043B,S72043B,"Fractura desplazada de base del cuello de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.043C,S72043C,"Fractura desplazada de base del cuello de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
