encoding,code,code_clean,description,Tipo código,Inclusión/Exclusión,Cohort,Subcohort,p_type_cd,d_type_cd,observations,comments
ICD-10,0SRS01A,0SRS01A,"Sustitución de articulación  cadera, superficie femoral, izquierda, con sustituto sintético, metal, no cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRS01Z,0SRS01Z,"Sustitución de articulación  cadera, superficie femoral, izquierda, con sustituto sintético, metal, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRS039,0SRS039,"Sustitución de articulación  cadera, superficie femoral, izquierda, con sustituto sintético, cerámica, cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRS03A,0SRS03A,"Sustitución de articulación  cadera, superficie femoral, izquierda, con sustituto sintético, cerámica, no cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRS03Z,0SRS03Z,"Sustitución de articulación  cadera, superficie femoral, izquierda, con sustituto sintético, cerámica, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRS0J9,0SRS0J9,"Sustitución de articulación  cadera, superficie femoral, izquierda, con sustituto sintético, cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRS0JA,0SRS0JA,"Sustitución de articulación  cadera, superficie femoral, izquierda, con sustituto sintético, no cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRS0JZ,0SRS0JZ,"Sustitución de articulación  cadera, superficie femoral, izquierda, con sustituto sintético, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA009,0SRA009,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, polietileno, cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA00A,0SRA00A,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, polietileno, no cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA00Z,0SRA00Z,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, polietileno, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA019,0SRA019,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, metal, cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA01A,0SRA01A,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, metal, no cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA01Z,0SRA01Z,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, metal, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA039,0SRA039,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, cerámica, cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA03A,0SRA03A,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, cerámica, no cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA03Z,0SRA03Z,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, cerámica, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA0J9,0SRA0J9,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA0JA,0SRA0JA,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, no cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRA0JZ,0SRA0JZ,"Sustitución de articulación cadera, superficie acetabular, derecha, con sustituto sintético, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRE009,0SRE009,"Sustitución de articulación cadera, superficie acetabular, izquierda, con sustituto sintético, polietileno, cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRE00A,0SRE00A,"Sustitución de articulación cadera, superficie acetabular, izquierda, con sustituto sintético, polietileno, no cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRE00Z,0SRE00Z,"Sustitución de articulación cadera, superficie acetabular, izquierda, con sustituto sintético, polietileno, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRE019,0SRE019,"Sustitución de articulación cadera, superficie acetabular, izquierda, con sustituto sintético, metal, cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRE01A,0SRE01A,"Sustitución de articulación cadera, superficie acetabular, izquierda, con sustituto sintético, metal, no cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRE01Z,0SRE01Z,"Sustitución de articulación cadera, superficie acetabular, izquierda, con sustituto sintético, metal, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRE039,0SRE039,"Sustitución de articulación cadera, superficie acetabular, izquierda, con sustituto sintético, cerámica, cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,0SRE03A,0SRE03A,"Sustitución de articulación cadera, superficie acetabular, izquierda, con sustituto sintético, cerámica, no cementada, abordaje abierto",Procedimiento,I,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
